IgnoreStatement,IncludeSC,IncludeSCname,IncludeRate,IncludeRateName,IncludeRatePeriodNumber,IncludeSeasonName,ExcludeMap,Standby,IncludeMap,Geo,endUse,statementCharge/chargeName,typeCode,type,docNumber,dpsCaseNumber,datePublished,effectivePeriod/startDate,effectivePeriod/expectedEndDate,statementCharge/servicePeriod/startDate,statementCharge/servicePeriod/expectedEndDate,dpsCompanyId,dpsPscNumber,serviceType,iedrOrgAbbreviation,statementCharge/chargesComponent,statementCharge/chargeValue,measurementDefinition/unitOfMeasure,measurementDefinition/measurementSource,measurementInterval/mode,measurementInterval/kind,measurementInterval/per,measurementDefinition/calculationMethod,generalRuleRefs,sourceURL,dataDownloadURL
,1,Residential Service,,,,,,STB,SC1,G,,"CSRP, Term-DLM & Auto-DLM Component",DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569020,3,Electric,ORU,delivery,0.01,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825849,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,https://ets.dps.ny.gov/ets_web/search/searchShortcutEffectiveAction.cfm?M%3FIW%3F%21ZQOH%25NL%40LNR%3C%2BR%3F%2BXTWD8AM%3F%263%40JZ%3E%3EME%2AOC9%3E4J%292TH%21J%3EH%2AK%3D%26%28VP%0AMLF%5EGL%2A%5F%25AKO%2BS%5EH%3BQO%5F%2D%22%3C%2DD4%3B%2F%2FO%20%2AVBMFR4K%3BHJ%2BN%26NUBLUU2W0URM%22%3B%5F%25%0AMB5%5EBD%3DUYZ7%3EC%5DXB%3A%5EXSUEK%28%2AN%40JXOY%5E%2E%3CE6SLI%27%3A%3F%5C%28%21WXNOOJ%3B9OZ%3A%3FSZ6%3B%0AI%27D%23%246YVQBG%22YAB2YWV%2E%40%5FDSJ%5BFJ9%5D%3B%2B%3B3%24UWR%28JH%3D6%24TN%219DL%5BL%2EI%2C4%20%0A
,19,Residential Optional Time-of-Use Service,,,,,,STB,SC19,G,,"CSRP, Term-DLM & Auto-DLM Component",DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569020,3,Electric,ORU,delivery,0.01,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825849,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,https://ets.dps.ny.gov/ets_web/search/searchShortcutEffectiveAction.cfm?M%3FIW%3F%21ZQOH%25NL%40LNR%3C%2BR%3F%2BXTWD8AM%3F%263%40JZ%3E%3EME%2AOC9%3E4J%292TH%21J%3EH%2AK%3D%26%28VP%0AMLF%5EGL%2A%5F%25AKO%2BS%5EH%3BQO%5F%2D%22%3C%2DD4%3B%2F%2FO%20%2AVBMFR4K%3BHJ%2BN%26NUBLUU2W0URM%22%3B%5F%25%0AMB5%5EBD%3DUYZ7%3EC%5DXB%3A%5EXSUEK%28%2AN%40JXOY%5E%2E%3CE6SLI%27%3A%3F%5C%28%21WXNOOJ%3B9OZ%3A%3FSZ6%3B%0AI%27D%23%246YVQBG%22YAB2YWV%2E%40%5FDSJ%5BFJ9%5D%3B%2B%3B3%24UWR%28JH%3D6%24TN%219DL%5BL%2EI%2C4%20%0A
,2,General Secondary or Primary Service,102S,Secondary Service Non-Demand Billed  (metered),,,,,SC2,G,,"CSRP, Term-DLM & Auto-DLM Component",DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569020,3,Electric,ORU,delivery,0.01,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825849,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,https://ets.dps.ny.gov/ets_web/search/searchShortcutEffectiveAction.cfm?M%3FIW%3F%21ZQOH%25NL%40LNR%3C%2BR%3F%2BXTWD8AM%3F%263%40JZ%3E%3EME%2AOC9%3E4J%292TH%21J%3EH%2AK%3D%26%28VP%0AMLF%5EGL%2A%5F%25AKO%2BS%5EH%3BQO%5F%2D%22%3C%2DD4%3B%2F%2FO%20%2AVBMFR4K%3BHJ%2BN%26NUBLUU2W0URM%22%3B%5F%25%0AMB5%5EBD%3DUYZ7%3EC%5DXB%3A%5EXSUEK%28%2AN%40JXOY%5E%2E%3CE6SLI%27%3A%3F%5C%28%21WXNOOJ%3B9OZ%3A%3FSZ6%3B%0AI%27D%23%246YVQBG%22YAB2YWV%2E%40%5FDSJ%5BFJ9%5D%3B%2B%3B3%24UWR%28JH%3D6%24TN%219DL%5BL%2EI%2C4%20%0A
,2,General Secondary or Primary Service,402S,Secondary Service Non-Demand Billed  (Space Heating),,,,,SC2,G,Heating,"CSRP, Term-DLM & Auto-DLM Component",DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569020,3,Electric,ORU,delivery,0.01,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825849,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,https://ets.dps.ny.gov/ets_web/search/searchShortcutEffectiveAction.cfm?M%3FIW%3F%21ZQOH%25NL%40LNR%3C%2BR%3F%2BXTWD8AM%3F%263%40JZ%3E%3EME%2AOC9%3E4J%292TH%21J%3EH%2AK%3D%26%28VP%0AMLF%5EGL%2A%5F%25AKO%2BS%5EH%3BQO%5F%2D%22%3C%2DD4%3B%2F%2FO%20%2AVBMFR4K%3BHJ%2BN%26NUBLUU2W0URM%22%3B%5F%25%0AMB5%5EBD%3DUYZ7%3EC%5DXB%3A%5EXSUEK%28%2AN%40JXOY%5E%2E%3CE6SLI%27%3A%3F%5C%28%21WXNOOJ%3B9OZ%3A%3FSZ6%3B%0AI%27D%23%246YVQBG%22YAB2YWV%2E%40%5FDSJ%5BFJ9%5D%3B%2B%3B3%24UWR%28JH%3D6%24TN%219DL%5BL%2EI%2C4%20%0A
,2,General Secondary or Primary Service,302S,Secondary Demand Billed Service,,,,,SC2,G,,"CSRP, Term-DLM & Auto-DLM Component",DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569020,3,Electric,ORU,delivery,0.01,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825849,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,https://ets.dps.ny.gov/ets_web/search/searchShortcutEffectiveAction.cfm?M%3FIW%3F%21ZQOH%25NL%40LNR%3C%2BR%3F%2BXTWD8AM%3F%263%40JZ%3E%3EME%2AOC9%3E4J%292TH%21J%3EH%2AK%3D%26%28VP%0AMLF%5EGL%2A%5F%25AKO%2BS%5EH%3BQO%5F%2D%22%3C%2DD4%3B%2F%2FO%20%2AVBMFR4K%3BHJ%2BN%26NUBLUU2W0URM%22%3B%5F%25%0AMB5%5EBD%3DUYZ7%3EC%5DXB%3A%5EXSUEK%28%2AN%40JXOY%5E%2E%3CE6SLI%27%3A%3F%5C%28%21WXNOOJ%3B9OZ%3A%3FSZ6%3B%0AI%27D%23%246YVQBG%22YAB2YWV%2E%40%5FDSJ%5BFJ9%5D%3B%2B%3B3%24UWR%28JH%3D6%24TN%219DL%5BL%2EI%2C4%20%0A
,2,General Secondary or Primary Service,322S,Secondary Demand Billed Service w Reactive Power&MDAHAP (Over 200 kW),,,,,SC2,G,,"CSRP, Term-DLM & Auto-DLM Component",DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569020,3,Electric,ORU,delivery,0.01,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825849,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,https://ets.dps.ny.gov/ets_web/search/searchShortcutEffectiveAction.cfm?M%3FIW%3F%21ZQOH%25NL%40LNR%3C%2BR%3F%2BXTWD8AM%3F%263%40JZ%3E%3EME%2AOC9%3E4J%292TH%21J%3EH%2AK%3D%26%28VP%0AMLF%5EGL%2A%5F%25AKO%2BS%5EH%3BQO%5F%2D%22%3C%2DD4%3B%2F%2FO%20%2AVBMFR4K%3BHJ%2BN%26NUBLUU2W0URM%22%3B%5F%25%0AMB5%5EBD%3DUYZ7%3EC%5DXB%3A%5EXSUEK%28%2AN%40JXOY%5E%2E%3CE6SLI%27%3A%3F%5C%28%21WXNOOJ%3B9OZ%3A%3FSZ6%3B%0AI%27D%23%246YVQBG%22YAB2YWV%2E%40%5FDSJ%5BFJ9%5D%3B%2B%3B3%24UWR%28JH%3D6%24TN%219DL%5BL%2EI%2C4%20%0A
,20,General Secondary Optional Time-of-Use Service,120S,Voluntary Commercial-Secondary - Time-of-Use,,,,,SC20,G,,"CSRP, Term-DLM & Auto-DLM Component",DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569020,3,Electric,ORU,delivery,0.01,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825849,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,https://ets.dps.ny.gov/ets_web/search/searchShortcutEffectiveAction.cfm?M%3FIW%3F%21ZQOH%25NL%40LNR%3C%2BR%3F%2BXTWD8AM%3F%263%40JZ%3E%3EME%2AOC9%3E4J%292TH%21J%3EH%2AK%3D%26%28VP%0AMLF%5EGL%2A%5F%25AKO%2BS%5EH%3BQO%5F%2D%22%3C%2DD4%3B%2F%2FO%20%2AVBMFR4K%3BHJ%2BN%26NUBLUU2W0URM%22%3B%5F%25%0AMB5%5EBD%3DUYZ7%3EC%5DXB%3A%5EXSUEK%28%2AN%40JXOY%5E%2E%3CE6SLI%27%3A%3F%5C%28%21WXNOOJ%3B9OZ%3A%3FSZ6%3B%0AI%27D%23%246YVQBG%22YAB2YWV%2E%40%5FDSJ%5BFJ9%5D%3B%2B%3B3%24UWR%28JH%3D6%24TN%219DL%5BL%2EI%2C4%20%0A
,20,General Secondary Optional Time-of-Use Service,130S,Voluntary Commercial-Secondary - TOU - MDAHP & Reactive Power,,,,,SC20,G,,"CSRP, Term-DLM & Auto-DLM Component",DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569020,3,Electric,ORU,delivery,0.01,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825849,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,https://ets.dps.ny.gov/ets_web/search/searchShortcutEffectiveAction.cfm?M%3FIW%3F%21ZQOH%25NL%40LNR%3C%2BR%3F%2BXTWD8AM%3F%263%40JZ%3E%3EME%2AOC9%3E4J%292TH%21J%3EH%2AK%3D%26%28VP%0AMLF%5EGL%2A%5F%25AKO%2BS%5EH%3BQO%5F%2D%22%3C%2DD4%3B%2F%2FO%20%2AVBMFR4K%3BHJ%2BN%26NUBLUU2W0URM%22%3B%5F%25%0AMB5%5EBD%3DUYZ7%3EC%5DXB%3A%5EXSUEK%28%2AN%40JXOY%5E%2E%3CE6SLI%27%3A%3F%5C%28%21WXNOOJ%3B9OZ%3A%3FSZ6%3B%0AI%27D%23%246YVQBG%22YAB2YWV%2E%40%5FDSJ%5BFJ9%5D%3B%2B%3B3%24UWR%28JH%3D6%24TN%219DL%5BL%2EI%2C4%20%0A
,20,General Secondary Optional Time-of-Use Service,140S,Voluntary Commercial - Secondary - TOU - MDAHP only,,,,,SC20,G,,"CSRP, Term-DLM & Auto-DLM Component",DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569020,3,Electric,ORU,delivery,0.01,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825849,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,https://ets.dps.ny.gov/ets_web/search/searchShortcutEffectiveAction.cfm?M%3FIW%3F%21ZQOH%25NL%40LNR%3C%2BR%3F%2BXTWD8AM%3F%263%40JZ%3E%3EME%2AOC9%3E4J%292TH%21J%3EH%2AK%3D%26%28VP%0AMLF%5EGL%2A%5F%25AKO%2BS%5EH%3BQO%5F%2D%22%3C%2DD4%3B%2F%2FO%20%2AVBMFR4K%3BHJ%2BN%26NUBLUU2W0URM%22%3B%5F%25%0AMB5%5EBD%3DUYZ7%3EC%5DXB%3A%5EXSUEK%28%2AN%40JXOY%5E%2E%3CE6SLI%27%3A%3F%5C%28%21WXNOOJ%3B9OZ%3A%3FSZ6%3B%0AI%27D%23%246YVQBG%22YAB2YWV%2E%40%5FDSJ%5BFJ9%5D%3B%2B%3B3%24UWR%28JH%3D6%24TN%219DL%5BL%2EI%2C4%20%0A
,2,General Secondary or Primary Service,762S,Primary Service,,,,,SC2,G,,"CSRP, Term-DLM & Auto-DLM Component",DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569020,3,Electric,ORU,delivery,0.01,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825849,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,https://ets.dps.ny.gov/ets_web/search/searchShortcutEffectiveAction.cfm?M%3FIW%3F%21ZQOH%25NL%40LNR%3C%2BR%3F%2BXTWD8AM%3F%263%40JZ%3E%3EME%2AOC9%3E4J%292TH%21J%3EH%2AK%3D%26%28VP%0AMLF%5EGL%2A%5F%25AKO%2BS%5EH%3BQO%5F%2D%22%3C%2DD4%3B%2F%2FO%20%2AVBMFR4K%3BHJ%2BN%26NUBLUU2W0URM%22%3B%5F%25%0AMB5%5EBD%3DUYZ7%3EC%5DXB%3A%5EXSUEK%28%2AN%40JXOY%5E%2E%3CE6SLI%27%3A%3F%5C%28%21WXNOOJ%3B9OZ%3A%3FSZ6%3B%0AI%27D%23%246YVQBG%22YAB2YWV%2E%40%5FDSJ%5BFJ9%5D%3B%2B%3B3%24UWR%28JH%3D6%24TN%219DL%5BL%2EI%2C4%20%0A
,2,General Secondary or Primary Service,712S,Primary Service (Reactive Power &MDAHP),,,,,SC2,G,,"CSRP, Term-DLM & Auto-DLM Component",DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569020,3,Electric,ORU,delivery,0.01,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825849,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,https://ets.dps.ny.gov/ets_web/search/searchShortcutEffectiveAction.cfm?M%3FIW%3F%21ZQOH%25NL%40LNR%3C%2BR%3F%2BXTWD8AM%3F%263%40JZ%3E%3EME%2AOC9%3E4J%292TH%21J%3EH%2AK%3D%26%28VP%0AMLF%5EGL%2A%5F%25AKO%2BS%5EH%3BQO%5F%2D%22%3C%2DD4%3B%2F%2FO%20%2AVBMFR4K%3BHJ%2BN%26NUBLUU2W0URM%22%3B%5F%25%0AMB5%5EBD%3DUYZ7%3EC%5DXB%3A%5EXSUEK%28%2AN%40JXOY%5E%2E%3CE6SLI%27%3A%3F%5C%28%21WXNOOJ%3B9OZ%3A%3FSZ6%3B%0AI%27D%23%246YVQBG%22YAB2YWV%2E%40%5FDSJ%5BFJ9%5D%3B%2B%3B3%24UWR%28JH%3D6%24TN%219DL%5BL%2EI%2C4%20%0A
,3,General Primary Service,203S,Primary Service ( min 100kW),,,,,SC3,G,,"CSRP, Term-DLM & Auto-DLM Component",DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569020,3,Electric,ORU,delivery,0.01,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825849,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,https://ets.dps.ny.gov/ets_web/search/searchShortcutEffectiveAction.cfm?M%3FIW%3F%21ZQOH%25NL%40LNR%3C%2BR%3F%2BXTWD8AM%3F%263%40JZ%3E%3EME%2AOC9%3E4J%292TH%21J%3EH%2AK%3D%26%28VP%0AMLF%5EGL%2A%5F%25AKO%2BS%5EH%3BQO%5F%2D%22%3C%2DD4%3B%2F%2FO%20%2AVBMFR4K%3BHJ%2BN%26NUBLUU2W0URM%22%3B%5F%25%0AMB5%5EBD%3DUYZ7%3EC%5DXB%3A%5EXSUEK%28%2AN%40JXOY%5E%2E%3CE6SLI%27%3A%3F%5C%28%21WXNOOJ%3B9OZ%3A%3FSZ6%3B%0AI%27D%23%246YVQBG%22YAB2YWV%2E%40%5FDSJ%5BFJ9%5D%3B%2B%3B3%24UWR%28JH%3D6%24TN%219DL%5BL%2EI%2C4%20%0A
,3,General Primary Service,253S,Primary Service w/Reactive Power  &MDAHP ( min 100kW),,,,,SC3,G,,"CSRP, Term-DLM & Auto-DLM Component",DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569020,3,Electric,ORU,delivery,0.01,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825849,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,https://ets.dps.ny.gov/ets_web/search/searchShortcutEffectiveAction.cfm?M%3FIW%3F%21ZQOH%25NL%40LNR%3C%2BR%3F%2BXTWD8AM%3F%263%40JZ%3E%3EME%2AOC9%3E4J%292TH%21J%3EH%2AK%3D%26%28VP%0AMLF%5EGL%2A%5F%25AKO%2BS%5EH%3BQO%5F%2D%22%3C%2DD4%3B%2F%2FO%20%2AVBMFR4K%3BHJ%2BN%26NUBLUU2W0URM%22%3B%5F%25%0AMB5%5EBD%3DUYZ7%3EC%5DXB%3A%5EXSUEK%28%2AN%40JXOY%5E%2E%3CE6SLI%27%3A%3F%5C%28%21WXNOOJ%3B9OZ%3A%3FSZ6%3B%0AI%27D%23%246YVQBG%22YAB2YWV%2E%40%5FDSJ%5BFJ9%5D%3B%2B%3B3%24UWR%28JH%3D6%24TN%219DL%5BL%2EI%2C4%20%0A
,21,General Primary Optional Time-of-Use Service,121S,Voluntary Commercial - Primary - TOU,,,,,SC21,G,,"CSRP, Term-DLM & Auto-DLM Component",DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569020,3,Electric,ORU,delivery,0.01,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825849,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,https://ets.dps.ny.gov/ets_web/search/searchShortcutEffectiveAction.cfm?M%3FIW%3F%21ZQOH%25NL%40LNR%3C%2BR%3F%2BXTWD8AM%3F%263%40JZ%3E%3EME%2AOC9%3E4J%292TH%21J%3EH%2AK%3D%26%28VP%0AMLF%5EGL%2A%5F%25AKO%2BS%5EH%3BQO%5F%2D%22%3C%2DD4%3B%2F%2FO%20%2AVBMFR4K%3BHJ%2BN%26NUBLUU2W0URM%22%3B%5F%25%0AMB5%5EBD%3DUYZ7%3EC%5DXB%3A%5EXSUEK%28%2AN%40JXOY%5E%2E%3CE6SLI%27%3A%3F%5C%28%21WXNOOJ%3B9OZ%3A%3FSZ6%3B%0AI%27D%23%246YVQBG%22YAB2YWV%2E%40%5FDSJ%5BFJ9%5D%3B%2B%3B3%24UWR%28JH%3D6%24TN%219DL%5BL%2EI%2C4%20%0A
,21,General Primary Optional Time-of-Use Service,131S,Voluntary Commercial - Primary - TOU - MDAHP & Reactive Power,,,,,SC21,G,,"CSRP, Term-DLM & Auto-DLM Component",DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569020,3,Electric,ORU,delivery,0.01,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825849,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,https://ets.dps.ny.gov/ets_web/search/searchShortcutEffectiveAction.cfm?M%3FIW%3F%21ZQOH%25NL%40LNR%3C%2BR%3F%2BXTWD8AM%3F%263%40JZ%3E%3EME%2AOC9%3E4J%292TH%21J%3EH%2AK%3D%26%28VP%0AMLF%5EGL%2A%5F%25AKO%2BS%5EH%3BQO%5F%2D%22%3C%2DD4%3B%2F%2FO%20%2AVBMFR4K%3BHJ%2BN%26NUBLUU2W0URM%22%3B%5F%25%0AMB5%5EBD%3DUYZ7%3EC%5DXB%3A%5EXSUEK%28%2AN%40JXOY%5E%2E%3CE6SLI%27%3A%3F%5C%28%21WXNOOJ%3B9OZ%3A%3FSZ6%3B%0AI%27D%23%246YVQBG%22YAB2YWV%2E%40%5FDSJ%5BFJ9%5D%3B%2B%3B3%24UWR%28JH%3D6%24TN%219DL%5BL%2EI%2C4%20%0A
,21,General Primary Optional Time-of-Use Service,141S,Voluntary Commercial - Primary - TOU - MDAHP Eligible Only,,,,,SC21,G,,"CSRP, Term-DLM & Auto-DLM Component",DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569020,3,Electric,ORU,delivery,0.01,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825849,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,https://ets.dps.ny.gov/ets_web/search/searchShortcutEffectiveAction.cfm?M%3FIW%3F%21ZQOH%25NL%40LNR%3C%2BR%3F%2BXTWD8AM%3F%263%40JZ%3E%3EME%2AOC9%3E4J%292TH%21J%3EH%2AK%3D%26%28VP%0AMLF%5EGL%2A%5F%25AKO%2BS%5EH%3BQO%5F%2D%22%3C%2DD4%3B%2F%2FO%20%2AVBMFR4K%3BHJ%2BN%26NUBLUU2W0URM%22%3B%5F%25%0AMB5%5EBD%3DUYZ7%3EC%5DXB%3A%5EXSUEK%28%2AN%40JXOY%5E%2E%3CE6SLI%27%3A%3F%5C%28%21WXNOOJ%3B9OZ%3A%3FSZ6%3B%0AI%27D%23%246YVQBG%22YAB2YWV%2E%40%5FDSJ%5BFJ9%5D%3B%2B%3B3%24UWR%28JH%3D6%24TN%219DL%5BL%2EI%2C4%20%0A
,9,General Commercial Service over 1000 kW,110S,Commercial - Primary TOU - Standby,,,,,SC9,G,,"CSRP, Term-DLM & Auto-DLM Component",DLM,Dynamic Load Management Surch,9,15-E-0751,5/17/24,6/1/24,,6/1/24,,3569020,3,Electric,ORU,delivery,0.01,kW,demand,PERIOD,MONTH,1,by_variable_utility_settings,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825849,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJK%28%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A,https://ets.dps.ny.gov/ets_web/search/searchShortcutEffectiveAction.cfm?M%3FIW%3F%21ZQOH%25NL%40LNR%3C%2BR%3F%2BXTWD8AM%3F%263%40JZ%3E%3EME%2AOC9%3E4J%292TH%21J%3EH%2AK%3D%26%28VP%0AMLF%5EGL%2A%5F%25AKO%2BS%5EH%3BQO%5F%2D%22%3C%2DD4%3B%2F%2FO%20%2AVBMFR4K%3BHJ%2BN%26NUBLUU2W0URM%22%3B%5F%25%0AMB5%5EBD%3DUYZ7%3EC%5DXB%3A%5EXSUEK%28%2AN%40JXOY%5E%2E%3CE6SLI%27%3A%3F%5C%28%21WXNOOJ%3B9OZ%3A%3FSZ6%3B%0AI%27D%23%246YVQBG%22YAB2YWV%2E%40%5FDSJ%5BFJ9%5D%3B%2B%3B3%24UWR%28JH%3D6%24TN%219DL%5BL%2EI%2C4%20%0A
